ano_de_exercicio;unidade_orcamentaria_codigo;unidade_orcamentaria_nome;fonte_recurso_codigo;fonte_recurso_descricao;classificacao_receita_formatado;origem_receita_codigo;origem_receita_descricao;categoria_receita_codigo;categoria_receita_descricao;especie_receita_codigo;especie_receita_descricao;tipo_receita_codigo;tipo_receita_descricao;item_receita_codigo;item_receita_descricao;subitem_receita_codigo;subitem_receita_descricao;nivel_1_desdobramento_codigo;nivel_1_desdobramento_descricao;nivel_2_desdobramento_codigo;nivel_2_desdobramento_descricao;nivel_3_desdobramento_codigo;nivel_3_desdobramento_descricao;valor_previsto_inicial;valor_previsto_atualizado;valor_contabilizado
2026;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;9;TERMOS DE AJUSTAMENTO, DOACOES CONTROLADAS POR INSTRUMENTO JURIDICO E CONGENERES;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;70;CONVENIOS COM OS MUNICIPIOS;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;74;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM AS INSTITUICOES PRIVADAS E OS ORGANISMOS DO EXTERIOR;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;98;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;9;TERMOS DE AJUSTAMENTO, DOACOES CONTROLADAS POR INSTRUMENTO JURIDICO E CONGENERES;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1711;SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL;69;CONVENIOS COM OS ESTADOS E O DISTRITO FEDERAL;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;1999.99.2.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;9;DEMAIS RECEITAS CORRENTES;1;OUTRAS REC. - PRIMARIAS - PRINCIPAL;99;OUTRAS REC. - PRIMARIAS - PRINC. - DEMAIS;0;OUTRAS REC. - PRIMARIAS - PRINC. - DEMAIS;9;OUTRAS RECEITAS CORRENTES;99;OUTRAS RECEITAS;2;OUTRAS RECEITAS NAO ARRECADADAS E NAO PROJETADAS PELA RFB - PRIMARIAS;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;20;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;1112.51.0.1.02.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;1;IPVA - PRINCIPAL;2;IPVA - PRINC. - COTA PARTE DOS MUNICIPIOS;0;IPVA - PRINC. - COTA PARTE DOS MUNICIPIOS;2;IMPOSTOS SOBRE O PATRIMONIO;51;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;0;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;20;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;1112.51.0.2.02.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;2;IPVA - MULTAS E JUROS DE MORA;2;IPVA - MJM - COTA PARTE DOS MUNICIPIOS;0;IPVA - MJM - COTA PARTE DOS MUNICIPIOS;2;IMPOSTOS SOBRE O PATRIMONIO;51;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;0;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;20;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;1112.51.0.3.02.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;3;IPVA - DIVIDA ATIVA;2;IPVA - DA - COTA PARTE DOS MUNICIPIOS;0;IPVA - DA - COTA PARTE DOS MUNICIPIOS;2;IMPOSTOS SOBRE O PATRIMONIO;51;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;0;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;20;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;1114.50.1.1.02.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;1;ICMS - PRINCIPAL;2;ICMS - PRINC. - COTA PARTE DOS MUNICIPIOS;0;ICMS - PRINC. - COTA PARTE DOS MUNICIPIOS;4;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;50;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;1;IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIPAL E DE COMUNIC;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;20;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;1114.50.1.2.02.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;2;ICMS - MULTAS E JUROS DE MORA;2;ICMS - MJM - COTA PARTE DOS MUNICIPIOS;0;ICMS - MJM - COTA PARTE DOS MUNICIPIOS;4;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;50;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;1;IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIPAL E DE COMUNIC;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;20;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;1114.50.1.3.02.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;3;ICMS - DIVIDA ATIVA;2;ICMS - DA - COTA PARTE DOS MUNICIPIOS;0;ICMS - DA - COTA PARTE DOS MUNICIPIOS;4;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;50;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;1;IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIPAL E DE COMUNIC;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;20;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;9112.51.0.1.02.000;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;1;DEDUCAO REC. - IPVA - PRINCIPAL;2;DEDUCAO REC. - IPVA - PRINC. - COTA PARTE DOS MUNICIPIOS;0;DEDUCAO REC. - IPVA - PRINC. - COTA PARTE DOS MUNICIPIOS;2;DEDUCAO REC. - IMPOSTO SOBRE O PATRIMONIO;51;DEDUCAO REC. - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;0;DEDUCAO REC. - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;20;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;9112.51.0.2.02.000;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;2;DEDUCAO REC. - IPVA - MULTAS E JUROS DE MORA;2;DEDUCAO REC. - IPVA - MJM - COTA PARTE DOS MUNICIPIOS;0;DEDUCAO REC. - IPVA - MJM - COTA PARTE DOS MUNICIPIOS;2;DEDUCAO REC. - IMPOSTO SOBRE O PATRIMONIO;51;DEDUCAO REC. - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;0;DEDUCAO REC. - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;20;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;9112.51.0.3.02.000;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;3;DEDUCAO REC. - IPVA - DIVIDA ATIVA;2;DEDUCAO REC. - IPVA - DA - COTA PARTE DOS MUNICIPIOS;0;DEDUCAO REC. - IPVA - DA - COTA PARTE DOS MUNICIPIOS;2;DEDUCAO REC. - IMPOSTO SOBRE O PATRIMONIO;51;DEDUCAO REC. - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;0;DEDUCAO REC. - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;20;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;9114.50.1.1.02.000;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;1;DEDUCAO REC. - ICMS - PRINCIPAL;2;DEDUCAO REC. - ICMS - PRINC. - COTA PARTE DOS MUNICIPIOS;0;DEDUCAO REC. - ICMS - PRINC. - COTA PARTE DOS MUNICIPIOS;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;1;DEDUCAO REC. - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIP;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;20;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;9114.50.1.2.02.000;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;2;DEDUCAO REC. - ICMS - MULTAS E JUROS DE MORA;2;DEDUCAO REC. - ICMS - MJM - COTA PARTE DOS MUNICIPIOS;0;DEDUCAO REC. - ICMS - MJM - COTA PARTE DOS MUNICIPIOS;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;1;DEDUCAO REC. - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIP;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;20;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;9114.50.1.3.02.000;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;3;DEDUCAO REC. - ICMS - DIVIDA ATIVA;2;DEDUCAO REC. - ICMS - DA - COTA PARTE DOS MUNICIPIOS;0;DEDUCAO REC. - ICMS - DA - COTA PARTE DOS MUNICIPIOS;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;1;DEDUCAO REC. - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIP;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1112.51.0.1.03.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;1;IPVA - PRINCIPAL;3;IPVA - PRINC. - COTA PARTE DO ESTADO PARA O FUNDEB;0;IPVA - PRINC. - COTA PARTE DO ESTADO PARA O FUNDEB;2;IMPOSTOS SOBRE O PATRIMONIO;51;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;0;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1112.51.0.2.03.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;2;IPVA - MULTAS E JUROS DE MORA;3;IPVA - MJM - COTA PARTE DO ESTADO PARA O FUNDEB;0;IPVA - MJM - COTA PARTE DO ESTADO PARA O FUNDEB;2;IMPOSTOS SOBRE O PATRIMONIO;51;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;0;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1112.51.0.3.03.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;3;IPVA - DIVIDA ATIVA;3;IPVA - DA - COTA PARTE DO ESTADO PARA O FUNDEB;0;IPVA - DA - COTA PARTE DO ESTADO PARA O FUNDEB;2;IMPOSTOS SOBRE O PATRIMONIO;51;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;0;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1112.52.0.1.02.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;1;ITCD - PRINCIPAL;2;ITCD - PRINC. - COTA PARTE DO FUNDEB;0;ITCD - PRINC. - COTA PARTE DO FUNDEB;2;IMPOSTOS SOBRE O PATRIMONIO;52;IMPOSTO SOBRE TRANSMISSAO CAUSA MORTIS E DOACAO DE BENS E DIREITOS;0;IMPOSTO SOBRE TRANSMISSAO CAUSA MORTIS E DOACAO DE BENS E DIREITOS;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1112.52.0.2.02.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;2;ITCD - MULTAS E JUROS DE MORA;2;ITCD - MJM - COTA PARTE DO FUNDEB;0;ITCD - MJM - COTA PARTE DO FUNDEB;2;IMPOSTOS SOBRE O PATRIMONIO;52;IMPOSTO SOBRE TRANSMISSAO CAUSA MORTIS E DOACAO DE BENS E DIREITOS;0;IMPOSTO SOBRE TRANSMISSAO CAUSA MORTIS E DOACAO DE BENS E DIREITOS;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1112.52.0.3.02.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;3;ITCD - DIVIDA ATIVA;2;ITCD - DA - COTA PARTE DO FUNDEB;0;ITCD - DA - COTA PARTE DO FUNDEB;2;IMPOSTOS SOBRE O PATRIMONIO;52;IMPOSTO SOBRE TRANSMISSAO CAUSA MORTIS E DOACAO DE BENS E DIREITOS;0;IMPOSTO SOBRE TRANSMISSAO CAUSA MORTIS E DOACAO DE BENS E DIREITOS;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1114.50.1.1.03.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;1;ICMS - PRINCIPAL;3;ICMS - PRINC. - COTA PARTE DO ESTADO PARA O FUNDEB;0;ICMS - PRINC. - COTA PARTE DO ESTADO PARA O FUNDEB;4;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;50;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;1;IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIPAL E DE COMUNIC;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1114.50.1.2.03.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;2;ICMS - MULTAS E JUROS DE MORA;3;ICMS - MJM - COTA PARTE DO ESTADO PARA O FUNDEB;0;ICMS - MJM - COTA PARTE DO ESTADO PARA O FUNDEB;4;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;50;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;1;IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIPAL E DE COMUNIC;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1114.50.1.3.03.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;3;ICMS - DIVIDA ATIVA;3;ICMS - DA - COTA PARTE DO ESTADO PARA O FUNDEB;0;ICMS - DA - COTA PARTE DO ESTADO PARA O FUNDEB;4;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;50;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;1;IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIPAL E DE COMUNIC;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1114.50.2.1.02.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;1;ADICIONAL ICMS - FUNDO ESTADUAL COMBATE POBREZA - FUNDO DE ERRADICACAO DA MISERIA - FEM - PRINCIPAL;2;ADICIONAL ICMS - FEM - PRINC. - COTA PARTE DO FUNDEB;0;ADICIONAL ICMS - FEM - PRINC. - COTA PARTE DO FUNDEB;4;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;50;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;2;ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1114.50.2.2.02.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;2;ADICIONAL ICMS - FUNDO ESTADUAL COMBATE POBREZA - FUNDO DE ERRADICACAO DA MISERIA - FEM - MULTAS E JUROS DE MORA;2;ADICIONAL ICMS - FEM - MJM - COTA PARTE DO FUNDEB;0;ADICIONAL ICMS - FEM - MJM - COTA PARTE DO FUNDEB;4;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;50;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;2;ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1114.50.2.3.02.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;3;ADICIONAL ICMS - FUNDO ESTADUAL COMBATE POBREZA - FUNDO DE ERRADICACAO DA MISERIA - FEM - DIVIDA ATIVA;2;ADICIONAL ICMS - FEM - DA - COTA PARTE DO FUNDEB;0;ADICIONAL ICMS - FEM - DA - COTA PARTE DO FUNDEB;4;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;50;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;2;ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA;;;
2026;1911;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1114.50.2.4.02.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;1;IMPOSTOS;4;ADICIONAL ICMS - FUNDO ESTADUAL COMBATE POBREZA - FUNDO DE ERRADICACAO DA MISERIA - FEM - DIVIDA ATIVA - MULTAS E JUROS DE MORA;2;ADICIONAL ICMS - FEM - DA-MJM - COTA PARTE DO FUNDEB;0;ADICIONAL ICMS - FEM - DA-MJM - COTA PARTE DO FUNDEB;4;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;50;IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;2;ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA;;;
